joint_pos,joint_torque
0.8100290894508362,-1.0637460947036743
0.8100290894508362,-0.9895312786102295
0.8100290894508362,-1.0390079021453857
0.8100290894508362,-1.0390079021453857
0.8100290894508362,-1.0884844064712524
0.8100593686103821,-1.0390079021453857
0.8100290894508362,-0.9895312786102295
0.8100290894508362,-1.0390079021453857
0.8100593686103821,-0.9895312786102295
0.8100593686103821,-1.0390079021453857
0.8100290894508362,-0.9895312786102295
0.8100290894508362,-1.0390079021453857
0.8101804852485657,-1.0637460947036743
0.8106043338775635,-1.1132227182388306
0.8126632571220398,-1.3606054782867432
0.8212317824363708,-2.2511837482452393
0.8585034012794495,-4.576581954956055
0.8915664553642273,-5.269254207611084
0.9371038675308228,-6.4814300537109375
0.989362895488739,-7.940988540649414
1.037231683731079,-9.202640533447266
1.0642998218536377,-8.361538887023926
1.1020557880401611,-9.27685546875
1.1072938442230225,-10.216910362243652
1.1061433553695679,-11.602253913879395
1.108323335647583,-12.393878936767578
1.152437686920166,-13.234980583190918
1.1720575094223022,-12.839168548583984
1.1664562225341797,-12.270187377929688
1.1293964385986328,-10.340601921081543
1.069356083869934,-8.633660316467285
0.9758591055870056,-7.44622278213501
0.8917178511619568,-6.2835235595703125
0.8784260153770447,-6.506168365478516
0.8700694441795349,-5.8382344245910645
0.8678591847419739,-5.34346866607666
0.8638625144958496,-5.269254207611084
0.8619550466537476,-5.244515895843506
0.8577162027359009,-4.997132778167725
0.8534168004989624,-4.675535202026367
0.8494201302528381,-4.0570783615112305
0.8212620615959167,-0.5442422032356262
0.7969492077827454,0.470027357339859
0.7279769778251648,0.6926718950271606
0.6242159008979797,1.7069414854049683
0.5490670800209045,2.3006601333618164
0.47013354301452637,3.710742235183716
0.4134540557861328,4.156031608581543
0.35632026195526123,4.848703384399414
0.2751765251159668,6.234046936035156
0.24365758895874023,6.4814300537109375
0.17489731311798096,7.842035293579102
0.12690746784210205,8.163633346557617
0.12312281131744385,8.55944538116455
0.09623634815216064,10.192172050476074
0.022328853607177734,11.948590278625488
0.0021942853927612305,11.577515602111816
0.0008015632629394531,12.220711708068848
-0.0013784170150756836,12.814430236816406
-0.006132006645202637,13.160765647888184
-0.006858706474304199,12.987598419189453
-0.00607144832611084,12.369140625
0.04170644283294678,10.563246726989746
0.12823963165283203,7.940988540649414
0.19197392463684082,6.901980876922607
0.26763737201690674,5.31873083114624
0.34284675121307373,4.3044610023498535
0.4357988238334656,2.201707124710083
0.5273277759552002,1.0637460947036743
0.5732285380363464,1.3606054782867432
0.6311191320419312,-0.049476563930511475
0.6526464819908142,0.6926718950271606
0.6556742191314697,0.8905781507492065
0.6577936410903931,0.9895312786102295
0.6602764129638672,0.8905781507492065
0.690765917301178,-0.07421484589576721
0.6916136741638184,0.12369140982627869
0.6878592371940613,0.3215976655483246
0.6867692470550537,0.22264453768730164
0.6874353885650635,0.049476563930511475
0.6871023178100586,0.049476563930511475
0.6863756775856018,0.024738281965255737
0.6861031651496887,0.0
0.6857398152351379,-0.024738281965255737
0.6852856874465942,0.024738281965255737
0.6846498250961304,0.049476563930511475
0.6836506724357605,0.049476563930511475
0.6830148696899414,0.049476563930511475
0.6828634738922119,0.024738281965255737
0.6825606822967529,0.024738281965255737
0.6819854378700256,0.024738281965255737
0.6813192963600159,0.07421484589576721
